algorithm,rps,request_id,arrival_time,start_time,finish_time,latency,waiting_time,service_time,size,steps,executed_steps,dispatch_epoch
p95_bucket_sjf_norm,0.05,0,0.0,0.0007,11.1157,11.1158,0.0007,11.1151,1024x1024,25,25,1
p95_bucket_sjf_norm,0.05,1,20.0071,20.0079,22.509,2.502,0.0008,2.5012,512x512,20,20,1
p95_bucket_sjf_norm,0.05,2,40.017,40.0177,44.8335,4.8166,0.0007,4.8158,768x768,20,20,1
p95_bucket_sjf_norm,0.05,3,60.0282,60.0291,64.8217,4.7935,0.0009,4.7927,768x768,20,20,1
p95_bucket_sjf_norm,0.05,4,80.0374,80.0382,91.1265,11.0892,0.0008,11.0883,1024x1024,25,25,1
p95_bucket_sjf_norm,0.05,5,100.0417,100.0425,111.13,11.0883,0.0008,11.0874,1024x1024,25,25,1
p95_bucket_sjf_norm,0.05,7,140.0675,141.5858,144.4805,4.413,1.5183,2.8947,512x512,20,20,1
p95_bucket_sjf_norm,0.05,6,120.0453,120.0461,158.4702,38.4249,0.0008,38.4241,1536x1536,35,35,3
p95_bucket_sjf_norm,0.05,8,160.1632,160.1639,171.2785,11.1153,0.0007,11.1146,1024x1024,25,25,1
p95_bucket_sjf_norm,0.05,9,180.077,180.0777,182.5949,2.5179,0.0007,2.5172,512x512,20,20,1
p95_bucket_sjf_norm,0.05,10,200.0832,200.0841,204.8755,4.7923,0.0009,4.7914,768x768,20,20,1
p95_bucket_sjf_norm,0.05,11,220.0927,220.0939,231.1766,11.0839,0.0012,11.0827,1024x1024,25,25,1
p95_bucket_sjf_norm,0.05,12,240.0967,240.0975,242.6153,2.5186,0.0008,2.5178,512x512,20,20,1
p95_bucket_sjf_norm,0.05,13,260.1096,260.1105,264.9011,4.7914,0.0008,4.7906,768x768,20,20,1
p95_bucket_sjf_norm,0.05,14,280.1206,280.1215,291.191,11.0704,0.0009,11.0695,1024x1024,25,25,1
p95_bucket_sjf_norm,0.05,15,300.1246,300.1255,311.1898,11.0652,0.0009,11.0643,1024x1024,25,25,1
p95_bucket_sjf_norm,0.05,16,320.1286,320.13,324.952,4.8234,0.0014,4.822,768x768,20,20,1
p95_bucket_sjf_norm,0.05,17,340.1378,340.1386,351.2216,11.0838,0.0008,11.083,1024x1024,25,25,1
p95_bucket_sjf_norm,0.05,18,360.1432,360.1445,371.2221,11.0789,0.0014,11.0776,1024x1024,25,25,1
p95_bucket_sjf_norm,0.05,19,380.1466,380.1474,382.6799,2.5334,0.0008,2.5325,512x512,20,20,1
p95_bucket_sjf_norm,0.05,20,400.1601,400.1614,411.2334,11.0733,0.0014,11.072,1024x1024,25,25,1
p95_bucket_sjf_norm,0.05,21,420.1654,420.1661,431.5446,11.3792,0.0007,11.3785,1024x1024,25,25,1
p95_bucket_sjf_norm,0.05,22,440.1737,440.1743,444.9859,4.8123,0.0007,4.8116,768x768,20,20,1
p95_bucket_sjf_norm,0.05,23,460.1791,460.18,464.9672,4.7882,0.0009,4.7873,768x768,20,20,1
p95_bucket_sjf_norm,0.05,25,500.2077,501.6815,506.8593,6.6516,1.4738,5.1778,768x768,20,20,1
p95_bucket_sjf_norm,0.05,24,480.1885,480.1892,520.8205,40.6321,0.0007,40.6314,1536x1536,35,35,3
p95_bucket_sjf_norm,0.05,26,520.2157,520.8208,523.316,3.1003,0.6052,2.4951,512x512,20,20,1
p95_bucket_sjf_norm,0.05,27,540.2186,540.2198,542.7141,2.4955,0.0012,2.4943,512x512,20,20,1
p95_bucket_sjf_norm,0.05,28,560.2208,560.2215,571.2876,11.0668,0.0007,11.0661,1024x1024,25,25,1
p95_bucket_sjf_norm,0.05,29,580.2247,580.2254,591.2827,11.0581,0.0007,11.0573,1024x1024,25,25,1
p95_bucket_sjf_norm,0.05,30,600.2302,600.231,611.2772,11.047,0.0008,11.0462,1024x1024,25,25,1
p95_bucket_sjf_norm,0.05,31,620.2321,620.2329,631.3024,11.0703,0.0008,11.0695,1024x1024,25,25,1
p95_bucket_sjf_norm,0.05,32,640.2375,640.2382,651.2965,11.0589,0.0006,11.0583,1024x1024,25,25,1
p95_bucket_sjf_norm,0.05,34,680.2529,681.7685,686.9481,6.6952,1.5156,5.1796,768x768,20,20,1
p95_bucket_sjf_norm,0.05,33,660.2413,660.242,700.9022,40.6609,0.0007,40.6602,1536x1536,35,35,3
p95_bucket_sjf_norm,0.05,35,700.2615,700.9025,711.9833,11.7218,0.641,11.0808,1024x1024,25,25,1
p95_bucket_sjf_norm,0.05,36,720.2663,720.2671,731.3249,11.0585,0.0007,11.0578,1024x1024,25,25,1
p95_bucket_sjf_norm,0.05,37,740.2688,740.2697,751.324,11.0552,0.0009,11.0543,1024x1024,25,25,1
p95_bucket_sjf_norm,0.05,38,760.2716,760.2724,796.18,35.9084,0.0008,35.9076,1536x1536,35,35,3
p95_bucket_sjf_norm,0.05,39,780.2845,796.1803,807.249,26.9646,15.8958,11.0688,1024x1024,25,25,1
p95_bucket_sjf_norm,0.05,40,800.2854,807.2493,818.3139,18.0285,6.964,11.0645,1024x1024,25,25,1
p95_bucket_sjf_norm,0.05,41,820.2889,820.2898,822.7969,2.508,0.0009,2.5071,512x512,20,20,1
p95_bucket_sjf_norm,0.05,42,840.2959,840.2967,845.1018,4.8059,0.0008,4.8051,768x768,20,20,1
p95_bucket_sjf_norm,0.05,43,860.3049,860.3057,865.0976,4.7927,0.0008,4.7919,768x768,20,20,1
