algorithm,rps,request_id,arrival_time,start_time,finish_time,latency,waiting_time,service_time,size,steps,executed_steps,dispatch_epoch
p95_bucket_sjf,0.075,0,0.0,0.0007,11.0537,11.0537,0.0007,11.053,1024x1024,25,25,1
p95_bucket_sjf,0.075,1,13.3367,13.3374,15.8583,2.5215,0.0007,2.5208,512x512,20,20,1
p95_bucket_sjf,0.075,2,26.6765,26.6773,31.4516,4.7751,0.0008,4.7743,768x768,20,20,1
p95_bucket_sjf,0.075,3,40.0125,40.0134,44.791,4.7786,0.0009,4.7776,768x768,20,20,1
p95_bucket_sjf,0.075,4,53.3513,53.3521,64.347,10.9956,0.0008,10.9948,1024x1024,25,25,1
p95_bucket_sjf,0.075,5,66.6842,66.6851,77.6938,11.0096,0.0009,11.0087,1024x1024,25,25,1
p95_bucket_sjf,0.075,6,80.0197,80.0205,115.9159,35.8962,0.0008,35.8954,1536x1536,35,35,3
p95_bucket_sjf,0.075,7,93.3662,115.9162,118.405,25.0387,22.55,2.4888,512x512,20,20,1
p95_bucket_sjf,0.075,8,106.7134,118.4054,129.4636,22.7501,11.6919,11.0582,1024x1024,25,25,1
p95_bucket_sjf,0.075,9,120.0471,129.4638,131.9703,11.9232,9.4167,2.5065,512x512,20,20,1
p95_bucket_sjf,0.075,10,133.3823,133.3829,138.1612,4.7789,0.0006,4.7783,768x768,20,20,1
p95_bucket_sjf,0.075,11,146.7203,146.7212,157.753,11.0327,0.0008,11.0318,1024x1024,25,25,1
p95_bucket_sjf,0.075,12,160.0568,160.0576,162.579,2.5222,0.0008,2.5214,512x512,20,20,1
p95_bucket_sjf,0.075,13,173.3974,173.3982,178.1892,4.7917,0.0008,4.7909,768x768,20,20,1
p95_bucket_sjf,0.075,14,186.7333,186.7341,197.7561,11.0229,0.0009,11.022,1024x1024,25,25,1
p95_bucket_sjf,0.075,15,200.0666,200.0673,211.4023,11.3358,0.0008,11.335,1024x1024,25,25,1
p95_bucket_sjf,0.075,16,213.4039,213.4047,218.1883,4.7845,0.0009,4.7836,768x768,20,20,1
p95_bucket_sjf,0.075,17,226.7409,226.7416,237.784,11.0431,0.0007,11.0424,1024x1024,25,25,1
p95_bucket_sjf,0.075,18,240.0741,240.075,251.1377,11.0636,0.0009,11.0627,1024x1024,25,25,1
p95_bucket_sjf,0.075,19,253.409,253.4098,255.9267,2.5178,0.0008,2.517,512x512,20,20,1
p95_bucket_sjf,0.075,20,266.7531,266.7539,277.786,11.0329,0.0008,11.0321,1024x1024,25,25,1
p95_bucket_sjf,0.075,21,280.0852,280.086,291.1185,11.0333,0.0008,11.0325,1024x1024,25,25,1
p95_bucket_sjf,0.075,22,293.4216,293.4223,298.2045,4.7829,0.0007,4.7822,768x768,20,20,1
p95_bucket_sjf,0.075,23,306.7606,306.7615,311.5523,4.7917,0.0009,4.7908,768x768,20,20,1
p95_bucket_sjf,0.075,24,320.0975,320.0983,355.9825,35.885,0.0008,35.8842,1536x1536,35,35,3
