algorithm,rps,request_id,arrival_time,start_time,finish_time,latency,waiting_time,service_time,size,steps,executed_steps,dispatch_epoch
p95_first,0.05,0,0.0,0.0007,11.1069,11.1069,0.0007,11.1062,1024x1024,25,25,1
p95_first,0.05,1,20.0057,20.0066,22.506,2.5003,0.0008,2.4994,512x512,20,20,1
p95_first,0.05,2,40.0169,40.0176,44.8179,4.801,0.0007,4.8002,768x768,20,20,1
p95_first,0.05,3,60.0266,60.0274,64.8213,4.7946,0.0007,4.7939,768x768,20,20,1
p95_first,0.05,4,80.0381,80.0388,91.1094,11.0713,0.0007,11.0706,1024x1024,25,25,1
p95_first,0.05,5,100.0407,100.0414,111.1128,11.0721,0.0007,11.0714,1024x1024,25,25,1
p95_first,0.05,7,140.0646,141.5926,144.4823,4.4177,1.528,2.8897,512x512,20,20,1
p95_first,0.05,6,120.0451,120.0459,158.436,38.3909,0.0008,38.3901,1536x1536,35,35,3
p95_first,0.05,8,160.1031,160.1039,171.2047,11.1017,0.0008,11.1008,1024x1024,25,25,1
p95_first,0.05,9,180.1083,180.109,182.6274,2.519,0.0007,2.5184,512x512,20,20,1
p95_first,0.05,10,200.1208,200.1214,204.9266,4.8059,0.0006,4.8052,768x768,20,20,1
p95_first,0.05,11,220.1311,220.1321,231.1978,11.0667,0.001,11.0657,1024x1024,25,25,1
p95_first,0.05,12,240.1365,240.1373,242.6441,2.5076,0.0008,2.5068,512x512,20,20,1
p95_first,0.05,13,260.1475,260.1482,264.9545,4.807,0.0007,4.8063,768x768,20,20,1
p95_first,0.05,14,280.1586,280.1595,291.1993,11.0407,0.0009,11.0398,1024x1024,25,25,1
p95_first,0.05,15,300.1617,300.1626,311.2112,11.0494,0.0009,11.0486,1024x1024,25,25,1
p95_first,0.05,16,320.1666,320.1675,324.9749,4.8083,0.0008,4.8075,768x768,20,20,1
p95_first,0.05,17,340.1795,340.1801,351.2446,11.0651,0.0006,11.0645,1024x1024,25,25,1
p95_first,0.05,18,360.1802,360.181,371.2249,11.0447,0.0008,11.0439,1024x1024,25,25,1
p95_first,0.05,19,380.1849,380.1857,382.7048,2.5199,0.0008,2.5191,512x512,20,20,1
p95_first,0.05,20,400.186,400.1868,411.2076,11.0217,0.0008,11.0208,1024x1024,25,25,1
p95_first,0.05,21,420.1901,420.1909,431.5206,11.3305,0.0008,11.3297,1024x1024,25,25,1
p95_first,0.05,22,440.1943,440.1952,444.9892,4.7949,0.0009,4.794,768x768,20,20,1
p95_first,0.05,23,460.2033,460.2042,464.9891,4.7858,0.0009,4.7849,768x768,20,20,1
p95_first,0.05,24,480.2136,480.2144,516.0575,35.8439,0.0008,35.8431,1536x1536,35,35,3
p95_first,0.05,25,500.2426,516.0578,520.8342,20.5916,15.8151,4.7764,768x768,20,20,1
p95_first,0.05,26,520.2352,520.8345,523.3237,3.0885,0.5993,2.4892,512x512,20,20,1
p95_first,0.05,27,540.245,540.2457,542.735,2.4901,0.0007,2.4893,512x512,20,20,1
p95_first,0.05,28,560.2463,560.2472,571.2928,11.0465,0.0009,11.0456,1024x1024,25,25,1
p95_first,0.05,29,580.2496,580.2503,591.2933,11.0437,0.0006,11.043,1024x1024,25,25,1
p95_first,0.05,30,600.2542,600.255,611.28,11.0259,0.0008,11.025,1024x1024,25,25,1
p95_first,0.05,31,620.2574,620.2579,631.3229,11.0656,0.0006,11.065,1024x1024,25,25,1
p95_first,0.05,32,640.2607,640.2614,651.3008,11.04,0.0006,11.0394,1024x1024,25,25,1
p95_first,0.05,33,660.2635,660.2643,696.1382,35.8747,0.0008,35.8739,1536x1536,35,35,3
p95_first,0.05,34,680.2741,696.1385,700.914,20.6398,15.8643,4.7755,768x768,20,20,1
p95_first,0.05,35,700.2769,700.9144,711.9679,11.691,0.6374,11.0536,1024x1024,25,25,1
p95_first,0.05,36,720.2819,720.2826,731.3393,11.0574,0.0007,11.0567,1024x1024,25,25,1
p95_first,0.05,37,740.2856,740.2864,751.3321,11.0465,0.0008,11.0457,1024x1024,25,25,1
p95_first,0.05,38,760.2918,760.2925,796.2309,35.9392,0.0007,35.9385,1536x1536,35,35,3
p95_first,0.05,39,780.3054,796.2312,807.3123,27.007,15.9259,11.0811,1024x1024,25,25,1
p95_first,0.05,40,800.3052,807.3126,818.3578,18.0525,7.0074,11.0451,1024x1024,25,25,1
p95_first,0.05,41,820.3058,820.3066,822.808,2.5023,0.0008,2.5015,512x512,20,20,1
p95_first,0.05,42,840.3136,840.3143,845.1713,4.8577,0.0007,4.857,768x768,20,20,1
p95_first,0.05,43,860.3238,860.3244,865.11,4.7862,0.0007,4.7855,768x768,20,20,1
p95_first,0.05,44,880.3336,880.3343,882.8507,2.5171,0.0007,2.5164,512x512,20,20,1
p95_first,0.05,45,900.335,900.3359,905.1255,4.7905,0.0009,4.7896,768x768,20,20,1
p95_first,0.05,46,920.3457,920.3464,922.8335,2.4877,0.0007,2.487,512x512,20,20,1
p95_first,0.05,47,940.3468,940.3477,945.1407,4.794,0.001,4.793,768x768,20,20,1
p95_first,0.05,48,960.3581,960.3588,971.3714,11.0133,0.0007,11.0126,1024x1024,25,25,1
p95_first,0.05,49,980.3616,980.3623,985.1294,4.7678,0.0007,4.7671,768x768,20,20,1
p95_first,0.05,50,1000.3705,1000.3712,1005.1602,4.7897,0.0007,4.789,768x768,20,20,1
p95_first,0.05,51,1020.3819,1020.3828,1025.1534,4.7715,0.0009,4.7706,768x768,20,20,1
p95_first,0.05,52,1040.3905,1040.3912,1045.1861,4.7956,0.0007,4.7949,768x768,20,20,1
p95_first,0.05,53,1060.4009,1060.4017,1096.2379,35.837,0.0008,35.8362,1536x1536,35,35,3
p95_first,0.05,54,1080.4218,1096.2383,1107.2807,26.8588,15.8165,11.0424,1024x1024,25,25,1
p95_first,0.05,55,1100.4226,1107.281,1118.325,17.9025,6.8584,11.044,1024x1024,25,25,1
p95_first,0.05,56,1120.4253,1120.4262,1125.2341,4.8088,0.0008,4.8079,768x768,20,20,1
p95_first,0.05,57,1140.4328,1140.4335,1151.4761,11.0434,0.0008,11.0426,1024x1024,25,25,1
p95_first,0.05,58,1160.436,1160.4368,1165.208,4.772,0.0009,4.7711,768x768,20,20,1
p95_first,0.05,59,1180.4452,1180.4461,1185.2401,4.7949,0.0009,4.794,768x768,20,20,1
p95_first,0.05,60,1200.4561,1200.457,1236.3142,35.8581,0.0009,35.8572,1536x1536,35,35,3
p95_first,0.05,61,1220.4753,1236.3145,1247.3651,26.8898,15.8392,11.0506,1024x1024,25,25,1
p95_first,0.05,62,1240.4759,1247.3655,1258.4025,17.9266,6.8896,11.037,1024x1024,25,25,1
p95_first,0.05,63,1260.4789,1260.4797,1271.5515,11.0727,0.0009,11.0718,1024x1024,25,25,1
p95_first,0.05,64,1280.4826,1280.4833,1291.5304,11.0478,0.0007,11.0471,1024x1024,25,25,1
p95_first,0.05,65,1300.488,1300.4891,1311.5274,11.0394,0.0011,11.0383,1024x1024,25,25,1
p95_first,0.05,66,1320.4926,1320.4934,1325.3396,4.847,0.0008,4.8462,768x768,20,20,1
p95_first,0.05,67,1340.502,1340.5027,1343.0198,2.5179,0.0007,2.5171,512x512,20,20,1
