algorithm,rps,request_id,arrival_time,start_time,finish_time,latency,waiting_time,service_time,size,steps,executed_steps,dispatch_epoch
p95_first,0.075,0,0.0,0.0007,11.067,11.067,0.0007,11.0662,1024x1024,25,25,1
p95_first,0.075,1,13.3396,13.3405,15.8562,2.5166,0.0009,2.5156,512x512,20,20,1
p95_first,0.075,2,26.6795,26.6803,31.4684,4.7889,0.0007,4.7881,768x768,20,20,1
p95_first,0.075,3,40.0151,40.0159,44.8255,4.8104,0.0009,4.8095,768x768,20,20,1
p95_first,0.075,4,53.3528,53.3537,64.4217,11.0689,0.0009,11.068,1024x1024,25,25,1
p95_first,0.075,5,66.6864,66.6877,77.7637,11.0773,0.0013,11.076,1024x1024,25,25,1
p95_first,0.075,7,93.3697,101.5981,104.4888,11.1191,8.2284,2.8908,512x512,20,20,1
p95_first,0.075,6,80.0219,80.0234,118.4709,38.449,0.0014,38.4475,1536x1536,35,35,3
p95_first,0.075,8,106.7044,118.4713,129.5438,22.8394,11.7669,11.0724,1024x1024,25,25,1
p95_first,0.075,9,120.0625,129.5441,132.0338,11.9713,9.4816,2.4897,512x512,20,20,1
p95_first,0.075,10,133.3867,133.3872,138.1696,4.7828,0.0005,4.7823,768x768,20,20,1
p95_first,0.075,11,146.7252,146.726,157.8047,11.0795,0.0008,11.0787,1024x1024,25,25,1
p95_first,0.075,12,160.0583,160.0592,162.5622,2.5039,0.0009,2.503,512x512,20,20,1
p95_first,0.075,13,173.4,173.4009,178.2229,4.8229,0.0008,4.8221,768x768,20,20,1
p95_first,0.075,14,186.7366,186.7375,197.8084,11.0719,0.001,11.0709,1024x1024,25,25,1
p95_first,0.075,15,200.0713,200.0722,211.4574,11.3861,0.0009,11.3852,1024x1024,25,25,1
p95_first,0.075,16,213.4057,213.4066,218.2123,4.8066,0.0009,4.8057,768x768,20,20,1
p95_first,0.075,17,226.744,226.7449,237.8185,11.0745,0.0009,11.0736,1024x1024,25,25,1
p95_first,0.075,18,240.0778,240.0785,251.1547,11.0768,0.0006,11.0762,1024x1024,25,25,1
p95_first,0.075,19,253.4132,253.4139,255.9456,2.5324,0.0007,2.5318,512x512,20,20,1
p95_first,0.075,20,266.7531,266.7537,277.8295,11.0764,0.0007,11.0757,1024x1024,25,25,1
p95_first,0.075,21,280.0888,280.0897,291.179,11.0902,0.0008,11.0893,1024x1024,25,25,1
p95_first,0.075,22,293.4239,293.4247,298.4941,5.0702,0.0008,5.0694,768x768,20,20,1
p95_first,0.075,23,306.7646,306.7655,311.5494,4.7848,0.0008,4.7839,768x768,20,20,1
p95_first,0.075,24,320.1003,320.101,356.0077,35.9073,0.0007,35.9067,1536x1536,35,35,3
p95_first,0.075,25,333.4377,356.0081,360.79,27.3524,22.5704,4.7819,768x768,20,20,1
p95_first,0.075,26,346.7842,360.7904,363.2778,16.4936,14.0061,2.4874,512x512,20,20,1
p95_first,0.075,27,360.1183,363.2783,365.7652,5.6469,3.16,2.4869,512x512,20,20,1
p95_first,0.075,28,373.4559,373.4565,384.5157,11.0598,0.0006,11.0592,1024x1024,25,25,1
p95_first,0.075,29,386.7909,386.7917,397.8507,11.0599,0.0009,11.059,1024x1024,25,25,1
p95_first,0.075,30,400.1241,400.1249,411.1759,11.0518,0.0008,11.051,1024x1024,25,25,1
p95_first,0.075,31,413.461,413.4618,424.5359,11.0748,0.0008,11.074,1024x1024,25,25,1
p95_first,0.075,32,426.7947,426.7956,437.8717,11.077,0.0009,11.0761,1024x1024,25,25,1
p95_first,0.075,33,440.1299,440.1306,476.0579,35.928,0.0007,35.9273,1536x1536,35,35,3
p95_first,0.075,34,453.4796,476.0583,480.8344,27.3548,22.5787,4.7762,768x768,20,20,1
p95_first,0.075,35,466.8251,480.8347,491.8798,25.0548,14.0097,11.0451,1024x1024,25,25,1
p95_first,0.075,36,480.1582,491.8802,502.9259,22.7677,11.722,11.0457,1024x1024,25,25,1
p95_first,0.075,37,493.4966,502.9263,513.9708,20.4741,9.4297,11.0444,1024x1024,25,25,1
p95_first,0.075,38,506.832,513.971,549.8972,43.0652,7.139,35.9262,1536x1536,35,35,3
p95_first,0.075,39,520.1657,549.8976,560.9463,40.7806,29.7319,11.0487,1024x1024,25,25,1
p95_first,0.075,41,546.8608,560.9466,563.4392,16.5784,14.0857,2.4927,512x512,20,20,1
p95_first,0.075,40,533.5124,563.4395,574.4939,40.9815,29.9271,11.0543,1024x1024,25,25,1
p95_first,0.075,42,560.197,574.4942,579.2681,19.0712,14.2972,4.7739,768x768,20,20,1
p95_first,0.075,43,573.5369,579.2684,584.0463,10.5094,5.7315,4.7779,768x768,20,20,1
p95_first,0.075,44,586.8706,586.8714,589.3727,2.5022,0.0008,2.5013,512x512,20,20,1
p95_first,0.075,45,600.206,600.2067,605.0119,4.8059,0.0006,4.8052,768x768,20,20,1
p95_first,0.075,46,613.5429,613.5437,616.0522,2.5093,0.0008,2.5085,512x512,20,20,1
p95_first,0.075,47,626.8817,626.8826,631.6597,4.778,0.0008,4.7771,768x768,20,20,1
p95_first,0.075,48,640.2198,640.2211,651.2515,11.0316,0.0013,11.0304,1024x1024,25,25,1
p95_first,0.075,49,653.5526,653.5533,658.3305,4.7779,0.0007,4.7772,768x768,20,20,1
p95_first,0.075,50,666.8902,666.8913,671.6991,4.809,0.0011,4.8079,768x768,20,20,1
p95_first,0.075,51,680.2278,680.2285,685.0131,4.7853,0.0007,4.7846,768x768,20,20,1
p95_first,0.075,52,693.5631,693.5638,698.3466,4.7835,0.0007,4.7828,768x768,20,20,1
p95_first,0.075,53,706.9003,706.9012,742.7531,35.8528,0.0009,35.8519,1536x1536,35,35,3
p95_first,0.075,54,720.235,742.7535,753.8091,33.5741,22.5185,11.0556,1024x1024,25,25,1
p95_first,0.075,55,733.5895,753.8094,764.8568,31.2674,20.22,11.0474,1024x1024,25,25,1
p95_first,0.075,56,746.9155,764.8574,769.6367,22.7212,17.9419,4.7793,768x768,20,20,1
p95_first,0.075,57,760.2514,769.637,780.6836,20.4322,9.3856,11.0467,1024x1024,25,25,1
p95_first,0.075,58,773.5878,780.6839,785.4617,11.8739,7.0961,4.7778,768x768,20,20,1
p95_first,0.075,59,786.9242,786.925,791.6992,4.775,0.0008,4.7742,768x768,20,20,1
p95_first,0.075,60,800.2606,800.2614,836.1517,35.8911,0.0008,35.8903,1536x1536,35,35,3
p95_first,0.075,61,813.6071,836.152,847.2042,33.5972,22.5449,11.0522,1024x1024,25,25,1
p95_first,0.075,62,826.954,847.2047,858.259,31.3051,20.2507,11.0544,1024x1024,25,25,1
p95_first,0.075,63,840.2882,858.2593,869.3185,29.0303,17.9711,11.0592,1024x1024,25,25,1
p95_first,0.075,64,853.6241,869.3189,880.3769,26.7529,15.6949,11.058,1024x1024,25,25,1
p95_first,0.075,65,866.963,880.3775,891.435,24.472,13.4145,11.0575,1024x1024,25,25,1
p95_first,0.075,66,880.3013,891.4353,896.2172,15.9159,11.134,4.7819,768x768,20,20,1
p95_first,0.075,67,893.6347,896.2174,898.7074,5.0727,2.5828,2.4899,512x512,20,20,1
p95_first,0.075,68,906.9742,906.9748,911.7802,4.8061,0.0007,4.8054,768x768,20,20,1
p95_first,0.075,69,920.3113,920.3122,925.1204,4.809,0.0008,4.8082,768x768,20,20,1
p95_first,0.075,70,933.6495,933.6504,938.438,4.7885,0.0009,4.7876,768x768,20,20,1
p95_first,0.075,71,946.9864,946.9872,982.8968,35.9105,0.0008,35.9096,1536x1536,35,35,3
p95_first,0.075,73,973.6654,982.8971,987.6828,14.0174,9.2317,4.7857,768x768,20,20,1
p95_first,0.075,72,960.3197,987.6831,1023.6161,63.2964,27.3634,35.933,1536x1536,35,35,3
p95_first,0.075,75,1000.3455,1023.6164,1028.3997,28.0542,23.2709,4.7833,768x768,20,20,1
p95_first,0.075,74,987.0006,1028.4001,1039.4577,52.4571,41.3995,11.0576,1024x1024,25,25,1
p95_first,0.075,77,1027.0267,1039.458,1050.5143,23.4876,12.4313,11.0563,1024x1024,25,25,1
p95_first,0.075,78,1040.3623,1050.5147,1055.2899,14.9276,10.1524,4.7752,768x768,20,20,1
p95_first,0.075,79,1053.7002,1065.894,1071.0725,17.3722,12.1937,5.1785,768x768,20,20,1
p95_first,0.075,76,1013.6908,1055.2902,1096.022,82.3312,41.5994,40.7318,1536x1536,35,35,3
p95_first,0.075,81,1080.3743,1096.0225,1100.8027,20.4284,15.6483,4.7802,768x768,20,20,1
p95_first,0.075,80,1067.0371,1100.8032,1111.8584,44.8213,33.7661,11.0552,1024x1024,25,25,1
p95_first,0.075,82,1093.7151,1111.8588,1122.918,29.2029,18.1437,11.0592,1024x1024,25,25,1
p95_first,0.075,84,1120.3869,1122.9185,1127.6972,7.3103,2.5316,4.7787,768x768,20,20,1
p95_first,0.075,83,1107.0493,1127.6976,1163.6413,56.5919,20.6483,35.9436,1536x1536,35,35,3
p95_first,0.075,85,1133.7226,1163.6418,1168.4264,34.7038,29.9192,4.7846,768x768,20,20,1
p95_first,0.075,88,1173.7407,1179.0228,1181.9111,8.1704,5.2822,2.8882,512x512,20,20,1
p95_first,0.075,87,1160.4043,1181.9113,1192.9658,32.5616,21.507,11.0545,1024x1024,25,25,1
p95_first,0.075,89,1187.0778,1192.9663,1195.4506,8.3728,5.8885,2.4843,512x512,20,20,1
p95_first,0.075,86,1147.057,1168.4267,1220.3311,73.2741,21.3698,51.9043,1536x1536,35,35,3
p95_first,0.075,90,1200.4123,1220.3314,1222.8214,22.4091,19.9191,2.49,512x512,20,20,1
p95_first,0.075,91,1213.7481,1222.8219,1233.8685,20.1203,9.0737,11.0466,1024x1024,25,25,1
p95_first,0.075,92,1227.0819,1233.8688,1244.9112,17.8293,6.7869,11.0424,1024x1024,25,25,1
p95_first,0.075,93,1240.4172,1244.9115,1255.9576,15.5404,4.4943,11.0461,1024x1024,25,25,1
p95_first,0.075,94,1253.7527,1255.958,1258.4421,4.6894,2.2053,2.4841,512x512,20,20,1
p95_first,0.075,95,1267.0902,1267.0909,1271.8684,4.7782,0.0007,4.7775,768x768,20,20,1
p95_first,0.075,96,1280.427,1280.4283,1316.3187,35.8917,0.0012,35.8904,1536x1536,35,35,3
p95_first,0.075,97,1293.7652,1316.3191,1327.366,33.6008,22.554,11.0468,1024x1024,25,25,1
p95_first,0.075,98,1307.1251,1327.3663,1363.2602,56.1351,20.2412,35.8939,1536x1536,35,35,3
p95_first,0.075,99,1320.4474,1363.2606,1399.156,78.7086,42.8131,35.8955,1536x1536,35,35,3
