algorithm,rps,request_id,arrival_time,start_time,finish_time,latency,waiting_time,service_time,size,steps,executed_steps,dispatch_epoch
size_bucket_sjf_aging,0.075,0,0.0,0.0006,11.0717,11.0717,0.0006,11.0711,1024x1024,25,25,1
size_bucket_sjf_aging,0.075,1,13.3367,13.3375,15.8601,2.5234,0.0008,2.5226,512x512,20,20,1
size_bucket_sjf_aging,0.075,2,26.6774,26.678,31.4677,4.7902,0.0006,4.7897,768x768,20,20,1
size_bucket_sjf_aging,0.075,3,40.0128,40.0136,44.7951,4.7823,0.0007,4.7816,768x768,20,20,1
size_bucket_sjf_aging,0.075,4,53.3511,53.3518,64.436,11.0849,0.0007,11.0842,1024x1024,25,25,1
size_bucket_sjf_aging,0.075,5,66.6956,66.6964,77.7769,11.0813,0.0008,11.0805,1024x1024,25,25,1
size_bucket_sjf_aging,0.075,7,93.3673,101.5985,104.4891,11.1218,8.2313,2.8905,512x512,20,20,1
size_bucket_sjf_aging,0.075,6,80.02,80.0212,118.4557,38.4357,0.0011,38.4345,1536x1536,35,35,3
size_bucket_sjf_aging,0.075,8,106.7016,118.4561,129.5201,22.8185,11.7545,11.064,1024x1024,25,25,1
size_bucket_sjf_aging,0.075,9,120.2475,129.5205,132.0113,11.7638,9.273,2.4908,512x512,20,20,1
size_bucket_sjf_aging,0.075,10,133.3823,133.383,138.1631,4.7808,0.0007,4.78,768x768,20,20,1
size_bucket_sjf_aging,0.075,11,146.7217,146.7226,157.81,11.0883,0.0009,11.0874,1024x1024,25,25,1
size_bucket_sjf_aging,0.075,12,160.0542,160.0554,162.5723,2.5181,0.0011,2.517,512x512,20,20,1
size_bucket_sjf_aging,0.075,13,173.3946,173.3957,178.1914,4.7968,0.0011,4.7957,768x768,20,20,1
size_bucket_sjf_aging,0.075,14,186.7272,186.7278,197.7835,11.0563,0.0006,11.0557,1024x1024,25,25,1
size_bucket_sjf_aging,0.075,15,200.0657,200.0665,211.426,11.3603,0.0008,11.3595,1024x1024,25,25,1
size_bucket_sjf_aging,0.075,16,213.4019,213.4024,218.1931,4.7913,0.0005,4.7907,768x768,20,20,1
size_bucket_sjf_aging,0.075,17,226.7387,226.7395,237.823,11.0843,0.0008,11.0835,1024x1024,25,25,1
size_bucket_sjf_aging,0.075,18,240.0752,240.076,251.1641,11.0889,0.0008,11.0881,1024x1024,25,25,1
size_bucket_sjf_aging,0.075,19,253.4099,253.4106,255.923,2.5132,0.0007,2.5124,512x512,20,20,1
size_bucket_sjf_aging,0.075,20,266.7504,266.7512,277.8054,11.0549,0.0008,11.0541,1024x1024,25,25,1
size_bucket_sjf_aging,0.075,21,280.0853,280.0861,291.1523,11.067,0.0008,11.0662,1024x1024,25,25,1
size_bucket_sjf_aging,0.075,22,293.4222,293.4229,298.2234,4.8011,0.0007,4.8005,768x768,20,20,1
size_bucket_sjf_aging,0.075,23,306.7609,306.762,311.5734,4.8126,0.0012,4.8114,768x768,20,20,1
size_bucket_sjf_aging,0.075,24,320.0967,320.0973,356.0122,35.9155,0.0006,35.9149,1536x1536,35,35,3
size_bucket_sjf_aging,0.075,25,333.4329,356.0125,360.7998,27.3669,22.5796,4.7873,768x768,20,20,1
size_bucket_sjf_aging,0.075,26,346.7806,360.8001,363.2934,16.5128,14.0195,2.4933,512x512,20,20,1
