algorithm,rps,request_id,arrival_time,start_time,finish_time,latency,waiting_time,service_time,size,steps,executed_steps,dispatch_epoch
size_bucket_sjf_aging,0.05,0,0.0,0.0006,11.0663,11.0663,0.0006,11.0656,1024x1024,25,25,1
size_bucket_sjf_aging,0.05,1,20.0081,20.0088,22.5281,2.52,0.0007,2.5193,512x512,20,20,1
size_bucket_sjf_aging,0.05,2,40.0172,40.0179,44.8447,4.8276,0.0007,4.8268,768x768,20,20,1
size_bucket_sjf_aging,0.05,3,60.026,60.0271,64.801,4.7751,0.0012,4.7739,768x768,20,20,1
size_bucket_sjf_aging,0.05,4,80.0367,80.0375,91.1716,11.1349,0.0009,11.1341,1024x1024,25,25,1
size_bucket_sjf_aging,0.05,5,100.0382,100.0388,111.1514,11.1132,0.0006,11.1126,1024x1024,25,25,1
size_bucket_sjf_aging,0.05,7,140.0687,141.5754,144.4722,4.4035,1.5067,2.8968,512x512,20,20,1
size_bucket_sjf_aging,0.05,6,120.0435,120.0442,158.4658,38.4223,0.0007,38.4216,1536x1536,35,35,3
size_bucket_sjf_aging,0.05,8,160.3402,160.3411,171.4366,11.0964,0.0009,11.0956,1024x1024,25,25,1
size_bucket_sjf_aging,0.05,9,180.0729,180.0738,182.5796,2.5067,0.0008,2.5058,512x512,20,20,1
size_bucket_sjf_aging,0.05,10,200.0774,200.0782,204.8882,4.8108,0.0008,4.81,768x768,20,20,1
size_bucket_sjf_aging,0.05,11,220.0874,220.0883,231.1584,11.071,0.0009,11.0701,1024x1024,25,25,1
size_bucket_sjf_aging,0.05,12,240.0919,240.0925,242.5925,2.5006,0.0006,2.5,512x512,20,20,1
size_bucket_sjf_aging,0.05,13,260.1032,260.1045,264.9018,4.7986,0.0013,4.7973,768x768,20,20,1
size_bucket_sjf_aging,0.05,14,280.1156,280.1164,291.1714,11.0557,0.0007,11.055,1024x1024,25,25,1
size_bucket_sjf_aging,0.05,15,300.1188,300.1196,311.2116,11.0928,0.0008,11.092,1024x1024,25,25,1
size_bucket_sjf_aging,0.05,16,320.1223,320.1235,324.9234,4.8011,0.0012,4.7999,768x768,20,20,1
size_bucket_sjf_aging,0.05,17,340.1337,340.1345,351.1952,11.0615,0.0008,11.0607,1024x1024,25,25,1
size_bucket_sjf_aging,0.05,18,360.1374,360.1386,371.2335,11.096,0.0012,11.0949,1024x1024,25,25,1
size_bucket_sjf_aging,0.05,19,380.1434,380.1442,382.6603,2.5169,0.0007,2.5161,512x512,20,20,1
size_bucket_sjf_aging,0.05,20,400.1551,400.1559,411.2043,11.0492,0.0008,11.0484,1024x1024,25,25,1
size_bucket_sjf_aging,0.05,21,420.1617,420.1625,431.5524,11.3907,0.0008,11.3899,1024x1024,25,25,1
size_bucket_sjf_aging,0.05,22,440.1625,440.1633,444.9771,4.8146,0.0008,4.8138,768x768,20,20,1
size_bucket_sjf_aging,0.05,23,460.1736,460.1744,464.9764,4.8028,0.0008,4.802,768x768,20,20,1
size_bucket_sjf_aging,0.05,24,480.1829,480.1837,516.1058,35.9229,0.0008,35.9221,1536x1536,35,35,3
size_bucket_sjf_aging,0.05,25,500.2027,516.1061,520.8974,20.6947,15.9034,4.7913,768x768,20,20,1
size_bucket_sjf_aging,0.05,26,520.2042,520.8979,523.391,3.1869,0.6937,2.4932,512x512,20,20,1
size_bucket_sjf_aging,0.05,27,540.2136,540.2145,542.7295,2.5159,0.0009,2.515,512x512,20,20,1
size_bucket_sjf_aging,0.05,28,560.2144,560.2153,571.2874,11.073,0.0008,11.0722,1024x1024,25,25,1
size_bucket_sjf_aging,0.05,29,580.2197,580.2205,591.301,11.0814,0.0009,11.0805,1024x1024,25,25,1
size_bucket_sjf_aging,0.05,30,600.2243,600.2251,611.317,11.0927,0.0008,11.0919,1024x1024,25,25,1
size_bucket_sjf_aging,0.05,31,620.2267,620.2273,631.3072,11.0806,0.0006,11.0799,1024x1024,25,25,1
size_bucket_sjf_aging,0.05,32,640.2313,640.2319,651.3002,11.0689,0.0006,11.0683,1024x1024,25,25,1
size_bucket_sjf_aging,0.05,33,660.235,660.2357,696.1594,35.9243,0.0007,35.9236,1536x1536,35,35,3
size_bucket_sjf_aging,0.05,34,680.2475,696.1597,701.0764,20.829,15.9122,4.9168,768x768,20,20,1
size_bucket_sjf_aging,0.05,35,700.2494,701.0767,712.1662,11.9168,0.8274,11.0895,1024x1024,25,25,1
size_bucket_sjf_aging,0.05,36,720.2511,720.2517,731.3386,11.0875,0.0006,11.0869,1024x1024,25,25,1
size_bucket_sjf_aging,0.05,37,740.2545,740.2553,751.3279,11.0734,0.0009,11.0725,1024x1024,25,25,1
