algorithm,rps,request_id,arrival_time,start_time,finish_time,latency,waiting_time,service_time,size,steps,executed_steps,dispatch_epoch
sjf_aging,0.125,0,0.0,0.0008,11.0265,11.0265,0.0008,11.0257,1024x1024,25,25,1
sjf_aging,0.125,1,8.0099,11.0268,13.5067,5.4968,3.0169,2.4799,512x512,20,20,1
sjf_aging,0.125,2,16.0112,16.0119,20.8129,4.8016,0.0007,4.801,768x768,20,20,1
sjf_aging,0.125,3,24.0151,24.0158,28.9789,4.9638,0.0007,4.9631,768x768,20,20,1
sjf_aging,0.125,4,32.0144,32.0153,43.0556,11.0413,0.0009,11.0403,1024x1024,25,25,1
sjf_aging,0.125,5,40.0228,43.0559,54.0845,14.0617,3.0331,11.0286,1024x1024,25,25,1
sjf_aging,0.125,7,56.0266,64.6771,67.5553,11.5287,8.6504,2.8783,512x512,20,20,1
sjf_aging,0.125,6,48.0243,54.0848,92.422,44.3977,6.0605,38.3372,1536x1536,35,35,3
sjf_aging,0.125,9,72.032,92.4224,94.9069,22.8748,20.3904,2.4844,512x512,20,20,1
sjf_aging,0.125,8,64.0305,94.9074,105.9421,41.9116,30.8769,11.0347,1024x1024,25,25,1
sjf_aging,0.125,10,80.0428,105.9424,110.7077,30.6649,25.8996,4.7652,768x768,20,20,1
sjf_aging,0.125,12,96.0502,110.708,113.1907,17.1405,14.6578,2.4827,512x512,20,20,1
sjf_aging,0.125,11,88.0498,113.1911,124.2291,36.1793,25.1413,11.038,1024x1024,25,25,1
sjf_aging,0.125,13,104.056,124.2294,128.9973,24.9413,20.1733,4.7679,768x768,20,20,1
sjf_aging,0.125,14,112.0559,128.9977,140.0379,27.982,16.9418,11.0403,1024x1024,25,25,1
sjf_aging,0.125,16,128.0597,140.0382,144.8016,16.7419,11.9785,4.7634,768x768,20,20,1
sjf_aging,0.125,15,120.0592,144.802,155.8369,35.7777,24.7428,11.0349,1024x1024,25,25,1
sjf_aging,0.125,17,136.0629,155.8372,166.8625,30.7996,19.7743,11.0253,1024x1024,25,25,1
sjf_aging,0.125,19,152.0677,166.8628,169.3445,17.2768,14.7951,2.4816,512x512,20,20,1
sjf_aging,0.125,18,144.0659,169.3448,180.3733,36.3074,25.2789,11.0285,1024x1024,25,25,1
sjf_aging,0.125,20,160.0711,180.3738,191.4149,31.3438,20.3028,11.041,1024x1024,25,25,1
sjf_aging,0.125,22,176.0778,191.4152,196.1799,20.1021,15.3375,4.7647,768x768,20,20,1
sjf_aging,0.125,21,168.0707,196.1801,207.2125,39.1418,28.1094,11.0323,1024x1024,25,25,1
sjf_aging,0.125,23,184.0794,207.2128,211.985,27.9056,23.1334,4.7722,768x768,20,20,1
sjf_aging,0.125,25,200.0853,211.9855,216.7504,16.665,11.9001,4.7649,768x768,20,20,1
sjf_aging,0.125,26,208.1061,216.7507,219.2349,11.1289,8.6446,2.4842,512x512,20,20,1
sjf_aging,0.125,27,216.0909,229.8355,232.7177,16.6268,13.7445,2.8822,512x512,20,20,1
sjf_aging,0.125,24,192.1425,219.2352,257.5887,65.4462,27.0927,38.3534,1536x1536,35,35,3
sjf_aging,0.125,28,224.0916,257.589,268.6219,44.5304,33.4975,11.0329,1024x1024,25,25,1
sjf_aging,0.125,29,232.1015,268.6224,279.6449,47.5434,36.5209,11.0226,1024x1024,25,25,1
sjf_aging,0.125,30,240.104,279.6454,290.6696,50.5656,39.5414,11.0242,1024x1024,25,25,1
sjf_aging,0.125,31,248.1225,290.6702,301.6887,53.5662,42.5476,11.0186,1024x1024,25,25,1
sjf_aging,0.125,34,272.1273,301.6892,306.4665,34.3392,29.5618,4.7774,768x768,20,20,1
sjf_aging,0.125,32,256.1206,306.4672,317.5198,61.3993,50.3466,11.0527,1024x1024,25,25,1
sjf_aging,0.125,35,280.4457,317.5203,328.5669,48.1211,37.0745,11.0466,1024x1024,25,25,1
sjf_aging,0.125,36,288.1399,328.5674,339.9446,51.8047,40.4275,11.3772,1024x1024,25,25,1
sjf_aging,0.125,37,296.1385,339.9452,350.9969,54.8583,43.8067,11.0517,1024x1024,25,25,1
sjf_aging,0.125,41,328.1553,350.9972,353.4872,25.3319,22.8419,2.4899,512x512,20,20,1
sjf_aging,0.125,39,312.1466,353.4876,364.5363,52.3897,41.341,11.0487,1024x1024,25,25,1
sjf_aging,0.125,42,336.1549,364.5367,369.312,33.1571,28.3818,4.7753,768x768,20,20,1
sjf_aging,0.125,44,352.159,369.3124,371.8016,19.6426,17.1534,2.4892,512x512,20,20,1
sjf_aging,0.125,43,344.1604,371.8022,376.5774,32.4171,27.6418,4.7752,768x768,20,20,1
sjf_aging,0.125,40,320.146,376.5777,387.6281,67.4821,56.4317,11.0504,1024x1024,25,25,1
sjf_aging,0.125,46,368.165,387.6286,390.1163,21.9513,19.4636,2.4877,512x512,20,20,1
sjf_aging,0.125,45,360.1638,390.1169,394.8933,34.7295,29.9531,4.7764,768x768,20,20,1
sjf_aging,0.125,47,376.1658,405.4884,410.6658,34.5,29.3226,5.1773,768x768,20,20,1
sjf_aging,0.125,33,264.1229,394.8938,435.5662,171.4434,130.7709,40.6725,1536x1536,35,35,3
sjf_aging,0.125,49,392.1715,435.5665,440.3473,48.1757,43.395,4.7807,768x768,20,20,1
sjf_aging,0.125,50,400.1754,440.3479,445.1254,44.95,40.1725,4.7775,768x768,20,20,1
sjf_aging,0.125,51,408.1826,445.1257,449.8982,41.7156,36.9432,4.7724,768x768,20,20,1
sjf_aging,0.125,52,416.1841,449.8985,454.6647,38.4806,33.7143,4.7662,768x768,20,20,1
sjf_aging,0.125,48,384.1688,454.6651,465.6993,81.5305,70.4964,11.0341,1024x1024,25,25,1
sjf_aging,0.125,38,304.1399,465.6999,501.5758,197.4359,161.56,35.8758,1536x1536,35,35,3
sjf_aging,0.125,56,448.2029,501.5765,506.3468,58.1439,53.3736,4.7702,768x768,20,20,1
sjf_aging,0.125,58,464.2135,506.3473,511.1135,46.9,42.1338,4.7662,768x768,20,20,1
sjf_aging,0.125,59,472.2151,511.1138,515.881,43.666,38.8987,4.7672,768x768,20,20,1
sjf_aging,0.125,54,432.1993,515.8816,526.9262,94.7268,83.6823,11.0445,1024x1024,25,25,1
